time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20230801:1930,0.0,0.0,0.0,26.88,5.66,0.0,Galle,6.0461,80.2103
20230801:2030,0.0,0.0,0.0,26.79,5.79,0.0,Galle,6.0461,80.2103
20230801:2130,0.0,0.0,0.0,26.59,5.86,0.0,Galle,6.0461,80.2103
20230801:2230,0.0,0.0,0.0,26.49,6.0,0.0,Galle,6.0461,80.2103
20230801:2330,0.0,0.0,0.0,26.53,6.0,0.0,Galle,6.0461,80.2103
20230802:0030,0.0,0.0,-1.78,26.44,5.86,0.0,Galle,6.0461,80.2103
20230802:0130,54.26,100.57,12.45,26.41,5.59,0.0,Galle,6.0461,80.2103
20230802:0230,211.19,286.22,26.73,26.79,5.45,0.0,Galle,6.0461,80.2103
20230802:0330,382.95,487.46,40.95,27.4,6.07,0.0,Galle,6.0461,80.2103
20230802:0430,545.59,691.75,54.95,27.94,6.34,0.0,Galle,6.0461,80.2103
