time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20220418:1330,0.0,0.0,0.0,27.53,1.03,0.0,Ampara,7.29754,81.68202
20220418:1430,0.0,0.0,0.0,27.04,0.76,0.0,Ampara,7.29754,81.68202
20220418:1530,0.0,0.0,0.0,26.63,0.76,0.0,Ampara,7.29754,81.68202
20220418:1630,0.0,0.0,0.0,26.44,0.76,0.0,Ampara,7.29754,81.68202
20220418:1730,0.0,0.0,0.0,26.24,0.83,0.0,Ampara,7.29754,81.68202
20220418:1830,0.0,0.0,0.0,25.79,0.9,0.0,Ampara,7.29754,81.68202
20220418:1930,0.0,0.0,0.0,26.6,0.76,0.0,Ampara,7.29754,81.68202
20220418:2030,0.0,0.0,0.0,26.16,0.83,0.0,Ampara,7.29754,81.68202
20220418:2130,0.0,0.0,0.0,25.66,0.97,0.0,Ampara,7.29754,81.68202
20220418:2230,0.0,0.0,0.0,25.58,0.97,0.0,Ampara,7.29754,81.68202
20220418:2330,0.0,0.0,0.0,25.01,1.17,0.0,Ampara,7.29754,81.68202
20220419:0030,1.91,10.48,0.77,24.79,1.24,0.0,Ampara,7.29754,81.68202
20220419:0130,95.78,154.57,15.41,25.28,0.97,0.0,Ampara,7.29754,81.68202
20220419:0230,265.55,357.21,30.1,27.27,0.48,0.0,Ampara,7.29754,81.68202
20220419:0330,395.52,526.97,44.81,28.34,0.14,0.0,Ampara,7.29754,81.68202
20220419:0430,570.25,777.23,59.51,29.26,0.62,0.0,Ampara,7.29754,81.68202
20220419:0530,559.52,758.64,74.07,30.44,1.17,0.0,Ampara,7.29754,81.68202
20220419:0630,569.46,771.86,86.06,30.93,1.66,0.0,Ampara,7.29754,81.68202
20220419:0730,489.31,652.15,75.32,31.13,2.07,0.0,Ampara,7.29754,81.68202
20220419:0830,464.7,615.03,60.79,30.21,2.0,0.0,Ampara,7.29754,81.68202
20220419:0930,414.6,549.32,46.1,30.51,1.52,0.0,Ampara,7.29754,81.68202
20220419:1030,238.5,323.01,31.39,30.11,1.24,0.0,Ampara,7.29754,81.68202
